,relative_error,Latitude,Longitude
0,36.84966002398759,-32.12,150.84
1,54.66978039674647,-30.99,149.84
2,27.831404031068157,-30.99,150.25
3,34.15474748143146,-32.12,148.7
4,20.623553023301117,-30.99,150.25
5,38.16823972203443,-30.66,149.94
6,15.808455266988048,-32.25,150.67
7,9.635023499472553,-32.27,150.48
8,11.26446948142069,-31.04,150.12
9,15.26777075560513,-31.15,150.19
10,7.722026921537717,-32.11,148.66
11,7.494631771920885,-30.88,149.76
12,14.25037690754296,-31.3,148.67
13,8.37143556876375,-32.35,150.63
14,15.178134993824584,-32.33,151.96
15,34.23711582057625,-32.93,150.24
16,5.848503683923552,-31.22,150.56
17,7.805600102088755,-32.43,150.67
18,9.927567882110806,-31.02,150.21
19,6.212801657880774,-31.03,150.23
20,4.405888255825279,-30.98,150.25
21,12.075368238995896,-29.35,150.2
22,18.5976979404794,-32.66,151.01
23,22.959885561959307,-33.49,150.83
24,6.906810492023455,-30.98,150.12
25,7.532794808982627,-31.82,149.42
26,4.153435237638877,-31.51,149.51
27,4.928959561473227,-32.42,150.7
28,7.372364473647532,-30.68,149.85
29,6.21475916006586,-30.68,149.87
30,7.292067834277364,-32.64,151.21
31,10.192842072513608,-32.76,150.11
32,8.594010287035509,-32.34,151.96
33,3.595036211385285,-31.05,150.1
34,3.8041680142709637,-31.54,149.52
35,4.47212153770467,-32.24,150.86
36,7.2165919299653485,-32.81,150.14
37,2.4820383315961627,-32.31,151.96
38,3.2841969720936053,-32.34,151.94
39,5.958772612738945,-31.83,149.43
40,8.864562598274407,-32.15,149.8
41,3.3640245440647094,-32.01,148.63
42,14.875314191154033,-34.52,150.33
43,5.794545705356838,-31.11,150.31
44,8.070412459160588,-34.19,150.76
45,3.836028046235122,-32.36,150.71
46,6.399059488547016,-32.18,150.45
47,4.365595878205032,-31.4,149.94
48,1.9214724865683734,-31.47,148.91
49,4.321672915767085,-31.09,149.99
50,16.08741471758642,-34.05,150.55
51,3.634462095053355,-32.32,151.95
52,4.8808527342441845,-32.26,149.87
53,2.3413783958015353,-32.28,150.63
54,5.276398538456207,-30.66,150.05
55,6.037070221454611,-32.47,150.0
56,2.6986534692691886,-31.27,149.59
57,2.312023254652499,-32.37,150.46
58,4.077652364821829,-31.26,149.55
59,2.443976984880422,-32.14,150.31
60,2.302879509856788,-32.34,150.64
61,1.6773747042651403,-31.52,150.46
62,4.354825053794055,-31.94,149.68
63,3.961093979139613,-29.94,149.87
64,1.802806388047105,-31.03,150.16
65,3.4122186346794314,-32.33,151.96
66,1.5541915239619428,-32.12,148.61
67,6.850330459417415,-31.82,149.57
68,1.057583321583877,-32.29,149.95
69,3.2534150622976927,-32.54,150.69
70,0.7410191657980812,-32.31,151.96
71,1.2483415822260258,-32.27,149.96
72,4.804202023795336,-32.56,150.37
73,1.4877611284636432,-32.33,150.11
74,2.27507644791716,-30.81,149.8
75,3.6773245390662384,-30.79,150.2
76,2.6717524181728556,-32.22,149.77
77,1.272562750515308,-31.21,150.08
78,1.2409223891696783,-31.08,149.7
79,1.6911289334915236,-30.64,150.15
80,4.536218071744048,-34.72,150.1
81,0.5090684983973723,-31.0,150.23
82,0.6103257369871664,-32.07,148.65
83,3.570099587939744,-30.18,149.96
84,0.25316212249608083,-32.27,150.74
85,1.1146238494458645,-31.98,148.63
86,28.809688604729548,-33.77,151.12
87,0.5370015309866063,-32.14,148.66
88,0.43249062888699563,-32.2,150.35
89,0.1342205541217046,-32.25,150.41
90,0.5237929660269413,-32.27,149.96
91,1.2252131465942873,-31.98,148.61
92,0.4675545968314832,-32.12,150.87
93,0.9846455615596843,-31.37,149.82
94,0.927183906301334,-32.02,148.46
95,0.2561184082587256,-32.38,150.53
96,0.04666146010662541,-31.1,150.05
97,0.268245224432826,-32.35,150.13
98,0.2599153861129181,-31.0,150.24
99,1.1593549043101747,-31.45,150.41
100,6.815288196571628,-34.43,150.4
101,1.259191810247564,-30.43,149.93
102,3.807164379831406,-33.57,150.68
103,10.090932709435567,-34.49,150.38
104,9.535842621785651,-34.52,150.48
105,0.6589652022370119,-31.17,149.6
106,1.4519871994452973,-32.54,150.67
107,2.0497995826924305,-34.23,150.58
108,0.3055530375379591,-32.36,150.59
109,2.3161671879695103,-32.14,150.71
110,0.3829804746411504,-32.1,148.61
111,0.178429833867972,-32.2,150.35
112,0.4965396427308338,-31.06,150.46
113,0.27164407700521737,-32.15,150.12
114,0.23171672475322108,-32.12,148.61
115,1.426643538336179,-34.23,150.56
116,1.4834324612046246,-30.29,150.01
117,0.5729946462590496,-31.23,150.46
118,1.223644837314087,-30.61,150.03
119,17.18851787674028,-33.06,151.67
120,7.9041695226102675,-33.59,150.73
121,0.2866727264993279,-31.31,150.15
122,1.8452939509535355,-33.52,150.76
123,0.28008477136920684,-31.39,150.65
124,0.3978981811707187,-31.33,150.69
125,0.9752004410413548,-31.6,150.68
126,1.981547334106451,-32.5,151.94
127,0.46546639498886366,-31.67,150.7
128,0.25414014382087297,-31.35,150.71
129,0.7218261589221917,-31.69,150.7
130,0.5355945696778757,-32.59,151.03
131,0.09947289884030287,-31.05,150.16
132,1.2584263769396287,-34.17,150.78
133,22.022089091146476,-32.81,151.87
134,0.7506499812282436,-34.23,150.56
135,0.01611613226572027,-32.44,150.46
136,0.05377747865774462,-32.17,150.86
137,4.50908781930037,-34.48,150.43
138,0.14266127143139953,-31.35,150.72
139,10.304292900067448,-34.61,150.71
140,0.24975573559049155,-32.13,148.61
141,0.38234816766711294,-30.44,150.0
142,0.36755383399042485,-32.18,148.65
143,0.9563641729705824,-31.84,149.91
144,0.6609031332173736,-32.48,150.48
145,2.395158301178724,-34.28,150.52
146,0.27862001242037127,-30.43,149.95
147,0.14234164560122942,-30.52,150.14
148,0.85954987483248,-34.09,150.55
149,0.9400797627821523,-34.2,150.56
150,0.04062539852162255,-30.71,149.88
151,0.7426424438904901,-33.5,150.73
152,6.465297945530552,-33.62,150.74
153,0.42180061710548894,-31.01,150.26
154,0.41261107830475446,-32.14,150.13
155,0.24633322552947104,-32.14,150.86
156,1.6459039107695816,-28.96,150.68
157,2.0975474527637568,-33.76,150.65
158,0.07777835277306053,-32.15,148.64
159,0.10379306210601535,-32.53,150.69
160,0.22251860577203125,-32.17,149.79
161,0.1717277503174525,-31.11,149.7
162,4.603439594996032,-34.58,150.72
163,0.8136700081275776,-34.19,150.55
164,0.08291656295109452,-31.08,149.89
165,1.1006794022212905,-34.48,150.36
166,0.28175882916291417,-31.45,150.03
167,0.6663968783710202,-33.5,150.71
168,0.08967905400997747,-30.54,149.73
169,1.2117376875404455,-32.75,151.08
170,0.13034335058769808,-34.06,150.66
171,0.28345846570951133,-32.38,149.98
172,0.3974513034408776,-34.1,150.62
173,0.3195290270146709,-31.81,148.08
174,0.991452907027048,-33.51,150.9
175,0.6305062816069583,-31.02,150.14
176,0.13337044525276306,-32.6,151.02
177,0.11192153045063728,-30.5,149.71
178,0.05751881351824071,-31.59,149.82
179,0.0957218846128105,-31.52,150.75
180,0.010408773657408969,-30.04,149.84
181,0.010652878457409505,-30.94,149.86
182,0.16654204385809662,-29.55,150.16
183,0.08101876484928366,-31.66,150.68
184,0.12288958610151614,-30.52,148.97
185,0.09421497722854749,-29.74,149.65
186,0.752202246330922,-34.57,150.26
187,0.39795402982398276,-30.1,149.75
188,0.18342184814576684,-31.55,149.87
189,0.46878891888703184,-30.03,149.66
190,0.05204448813404928,-28.76,150.48
191,0.5960457715862122,-32.35,150.13
192,0.46286011848712655,-31.53,150.34
193,0.16280837340450735,-33.53,150.82
194,0.49353410012416404,-32.65,151.02
195,0.49491932024605495,-31.61,149.64
196,0.10567605272816,-32.56,150.69
197,5.9548779197518416,-34.51,150.57
198,4.24474279729496,-35.39,150.45
199,0.027723640857394673,-34.05,150.52
200,0.3192003851803313,-32.19,149.79
201,0.6287444761288785,-32.15,148.63
202,1.8073634870856994,-34.79,150.67
203,0.358921718811262,-30.22,149.53
204,0.3112259868918525,-33.5,150.77
205,0.0010807060631750226,-34.57,150.25
206,0.4816868847500931,-30.11,149.78
207,0.19122038824467577,-29.01,150.72
208,4.8084489621393836,-33.41,150.55
209,0.6918524215195305,-31.37,150.12
210,0.18957255172350856,-29.95,150.01
211,0.47977168117633623,-31.22,148.94
212,1.1637393533160383,-34.36,150.62
213,0.46621687398192263,-31.61,149.88
214,0.3908362494997642,-34.19,150.58
215,0.22808131186393357,-29.47,150.15
216,0.27919928753451384,-34.07,150.53
217,0.6828873189268134,-31.95,148.37
218,0.7030384854359456,-32.13,148.6
219,0.49414168482209303,-30.92,150.25
220,0.6770339766687375,-32.14,150.83
221,0.4823157621375598,-32.03,150.61
222,3.953968201349808,-33.31,151.2
223,0.4886353405122707,-30.25,149.81
224,0.2753084969008281,-34.32,150.61
225,0.5120561419173884,-32.04,150.61
226,0.2880629010835596,-33.54,150.93
227,0.08293215804945915,-30.24,149.56
228,0.6679596037449201,-32.65,151.02
229,0.005370774822763687,-29.05,150.62
230,0.6176556563720978,-30.91,150.26
231,0.08664341900083383,-30.13,149.55
232,0.12917718917488374,-33.68,150.98
233,0.76080661626804,-30.81,149.15
234,0.6459193914016799,-30.14,149.59
235,0.8442959862757318,-34.51,150.52
236,1.8707025263623556,-33.42,151.33
237,0.7252326548747527,-33.48,151.39
238,0.756792175249276,-31.28,150.14
239,0.028013547202935928,-34.41,150.48
240,0.12291964918552359,-34.5,150.47
241,0.563669773905663,-34.12,150.51
242,0.1604293013994027,-34.51,150.46
243,0.07053022015886688,-33.54,150.93
244,0.3438602977732015,-32.84,151.52
245,0.5654205851251675,-34.52,150.52
246,0.3868349251798639,-30.09,149.56
247,0.4770620220249531,-33.51,150.87
248,0.7393906248180278,-30.88,150.2
249,0.7392202268843735,-30.82,150.2
250,1.7612407899305005,-33.49,151.42
251,0.7657805859297521,-30.88,150.21
252,0.4375395809700502,-32.83,151.52
253,0.4491159661477077,-34.2,150.54
254,0.76722284117603,-30.88,150.23
255,0.17839464205167577,-29.09,150.73
256,0.6284156079808997,-30.15,150.09
257,0.5248746059512858,-32.55,150.08
258,0.17687904643317734,-33.77,150.63
259,0.5802691104745805,-34.47,150.29
260,0.14410528167789102,-33.11,151.65
261,0.9309675641223999,-33.51,151.11
262,0.629153014772155,-34.43,150.31
263,0.15229785522821318,-35.07,150.69
264,0.12120725818700216,-35.02,150.83
265,0.7776151335180002,-34.18,150.53
266,1.5416195973276037,-32.76,151.84
267,0.023013402713906773,-33.71,151.2
268,0.12650870530369568,-33.51,151.4
269,0.5831071191002823,-34.6,150.31
270,0.6528026368697633,-34.51,150.75
271,0.7851630926783791,-34.59,150.46
272,0.4751902395155295,-34.85,150.52
273,0.644824732022953,-33.51,150.63
274,0.4990283415172818,-32.77,151.86
275,0.15781382474733013,-33.68,150.34
276,0.26258240240745534,-32.78,151.74
277,0.5566714311060852,-34.5,150.26
278,0.3556676207636913,-34.77,150.74
279,0.4937474964062297,-33.23,151.23
280,0.3320634442624629,-33.21,151.21
281,0.24502182851151189,-32.46,151.96
282,0.7047002257229156,-34.54,150.63
283,0.509151693540675,-33.26,151.22
284,0.8857151059088727,-34.21,150.56
285,0.007060780612461772,-34.53,150.56
286,0.17820155545411986,-33.73,151.25
