,relative_error,Latitude,Longitude
0,38.604810735061335,-32.12,150.84
1,78.71053023608583,-30.99,149.84
2,25.534673779271028,-30.99,150.25
3,45.45484769688333,-32.12,148.7
4,18.90100533445327,-30.99,150.25
5,46.92637223709539,-30.66,149.94
6,24.00878506595918,-32.25,150.67
7,7.492028107252196,-32.27,150.48
8,6.869005886396308,-31.04,150.12
9,18.287086745182147,-31.15,150.19
10,3.8298703145153623,-32.11,148.66
11,6.200844501981231,-30.88,149.76
12,13.555736812677141,-31.3,148.67
13,9.97330523499663,-32.35,150.63
14,0.8171332636170878,-32.33,151.96
15,17.815268358470338,-32.93,150.24
16,4.388664902851005,-31.22,150.56
17,9.41463854652573,-32.43,150.67
18,9.482829903811231,-31.02,150.21
19,6.03485043633902,-31.03,150.23
20,3.975251333613317,-30.98,150.25
21,11.616817611933948,-29.35,150.2
22,23.811395089032768,-32.66,151.01
23,15.9200848689415,-33.49,150.83
24,7.355550193507916,-30.98,150.12
25,4.989982787842131,-31.82,149.42
26,4.666935146710933,-31.51,149.51
27,6.0749711461056215,-32.42,150.7
28,7.817409269628109,-30.68,149.85
29,8.778299363501985,-30.68,149.87
30,5.1552978909364615,-32.64,151.21
31,8.034167755928301,-32.76,150.11
32,0.07760228423804047,-32.34,151.96
33,4.10915797111094,-31.05,150.1
34,6.14954321590677,-31.54,149.52
35,4.1189074931727125,-32.24,150.86
36,4.371693712722948,-32.81,150.14
37,2.0463756694339503,-32.31,151.96
38,1.3216483409618638,-32.34,151.94
39,8.93571214430415,-31.83,149.43
40,12.688695525630704,-32.15,149.8
41,4.903290472117553,-32.01,148.63
42,4.524239442076027,-34.52,150.33
43,5.854582110292618,-31.11,150.31
44,6.226049116953827,-34.19,150.76
45,2.9519510719602358,-32.36,150.71
46,6.280915174228653,-32.18,150.45
47,6.313489334076211,-31.4,149.94
48,0.6261775258739166,-31.47,148.91
49,0.8791040702006909,-31.09,149.99
50,27.956517208526975,-34.05,150.55
51,0.27195309729107653,-32.32,151.95
52,4.945905844448125,-32.26,149.87
53,5.521495294062171,-32.28,150.63
54,2.7288861699145146,-30.66,150.05
55,2.7756439144231644,-32.47,150.0
56,3.4428758427684514,-31.27,149.59
57,2.1928546525766692,-32.37,150.46
58,4.219283762661621,-31.26,149.55
59,2.050570409557947,-32.14,150.31
60,2.226828239484471,-32.34,150.64
61,1.9109970247384183,-31.52,150.46
62,4.07758532256289,-31.94,149.68
63,2.673676752203038,-29.94,149.87
64,1.4796461365042288,-31.03,150.16
65,0.5044182008317033,-32.33,151.96
66,3.6200529073863974,-32.12,148.61
67,6.8616115533707625,-31.82,149.57
68,0.7635736763242827,-32.29,149.95
69,5.421607172489265,-32.54,150.69
70,0.523187834716975,-32.31,151.96
71,5.070478531355073,-32.27,149.96
72,2.982232872213759,-32.56,150.37
73,1.4001789819381032,-32.33,150.11
74,2.586488210941579,-30.81,149.8
75,1.4188203548485254,-30.79,150.2
76,1.8913247965154432,-32.22,149.77
77,1.58234470884597,-31.21,150.08
78,2.485861810580216,-31.08,149.7
79,3.085114508572989,-30.64,150.15
80,5.217844276131573,-34.72,150.1
81,0.6990726685441657,-31.0,150.23
82,0.13389799946553504,-32.07,148.65
83,3.2494397463070497,-30.18,149.96
84,1.1919031056960288,-32.27,150.74
85,1.0847497758831792,-31.98,148.63
86,34.97976938323758,-33.77,151.12
87,0.7116655331742054,-32.14,148.66
88,0.613951974171369,-32.2,150.35
89,0.5515858435507808,-32.25,150.41
90,3.1142113634433053,-32.27,149.96
91,1.5050259774972803,-31.98,148.61
92,0.8697827104801672,-32.12,150.87
93,1.705847816428689,-31.37,149.82
94,1.45611483992122,-32.02,148.46
95,0.9473211670593662,-32.38,150.53
96,0.4048550369879258,-31.1,150.05
97,0.6456019628080326,-32.35,150.13
98,1.5403610781230732,-31.0,150.24
99,1.6479146208235427,-31.45,150.41
100,6.311580955184822,-34.43,150.4
101,1.0617022426362048,-30.43,149.93
102,2.143613767580751,-33.57,150.68
103,7.689355582234458,-34.49,150.38
104,8.785670484360539,-34.52,150.48
105,0.24247193733189323,-31.17,149.6
106,3.3134229591664153,-32.54,150.67
107,0.44429567300899575,-34.23,150.58
108,0.26719148183872127,-32.36,150.59
109,4.391067716986527,-32.14,150.71
110,1.0454271161789277,-32.1,148.61
111,0.5157974952715063,-32.2,150.35
112,0.9180935227560684,-31.06,150.46
113,0.11830963633448119,-32.15,150.12
114,1.227944295440141,-32.12,148.61
115,1.0834437005459976,-34.23,150.56
116,4.8594128489489306,-30.29,150.01
117,0.45597181703554374,-31.23,150.46
118,0.7990330572422646,-30.61,150.03
119,13.722446359969393,-33.06,151.67
120,2.116741211756848,-33.59,150.73
121,0.4086965873745006,-31.31,150.15
122,0.7021257770642144,-33.52,150.76
123,0.9382488078653233,-31.39,150.65
124,0.49207121818882954,-31.33,150.69
125,1.2246633233424804,-31.6,150.68
126,0.7546874613412381,-32.5,151.94
127,0.7999128781702554,-31.67,150.7
128,0.3280637893653944,-31.35,150.71
129,0.04068089416787995,-31.69,150.7
130,0.5044619542776718,-32.59,151.03
131,0.6003576980287548,-31.05,150.16
132,0.4764861416191203,-34.17,150.78
133,18.420327971373617,-32.81,151.87
134,0.5030558125367556,-34.23,150.56
135,0.1821895899599408,-32.44,150.46
136,0.20658422085025072,-32.17,150.86
137,2.7513421875226927,-34.48,150.43
138,0.23403144996000427,-31.35,150.72
139,13.560221051679738,-34.61,150.71
140,0.01576159567305402,-32.13,148.61
141,0.3632322858963182,-30.44,150.0
142,0.3081669252730988,-32.18,148.65
143,0.9826349428158339,-31.84,149.91
144,0.04655097542407383,-32.48,150.48
145,0.624373373391807,-34.28,150.52
146,0.24338169335448312,-30.43,149.95
147,0.15056648929341332,-30.52,150.14
148,0.4299772919154137,-34.09,150.55
149,0.2800918614010033,-34.2,150.56
150,0.07094577173639628,-30.71,149.88
151,0.21927208816174454,-33.5,150.73
152,9.143509922275944,-33.62,150.74
153,0.580096870930772,-31.01,150.26
154,0.5945523717855217,-32.14,150.13
155,0.06751011780516458,-32.14,150.86
156,1.6171428924221511,-28.96,150.68
157,1.6064539553950887,-33.76,150.65
158,0.2966515668043022,-32.15,148.64
159,0.04394534376131578,-32.53,150.69
160,0.20095001712426594,-32.17,149.79
161,0.037916296544991485,-31.11,149.7
162,5.1368689234424485,-34.58,150.72
163,1.614878573009835,-34.19,150.55
164,0.13451989115576468,-31.08,149.89
165,1.9535016274204973,-34.48,150.36
166,0.589142613146182,-31.45,150.03
167,0.18642142222322278,-33.5,150.71
168,0.11911779795608861,-30.54,149.73
169,0.2817627436852099,-32.75,151.08
170,0.06932147955472,-34.06,150.66
171,0.5249072437248421,-32.38,149.98
172,1.0468526909751752,-34.1,150.62
173,0.44670121823505493,-31.81,148.08
174,0.5004501976087307,-33.51,150.9
175,0.5247862625532054,-31.02,150.14
176,0.04729840195596706,-32.6,151.02
177,0.0975632991624895,-30.5,149.71
178,0.3525664631435638,-31.59,149.82
179,0.053544061894371726,-31.52,150.75
180,0.10147641579134199,-30.04,149.84
181,0.24033800236867364,-30.94,149.86
182,0.42926969794416137,-29.55,150.16
183,0.06575523547546264,-31.66,150.68
184,0.01636086442510768,-30.52,148.97
185,0.29274320876160065,-29.74,149.65
186,0.7659821568406462,-34.57,150.26
187,0.513410020236817,-30.1,149.75
188,0.19670513526810846,-31.55,149.87
189,0.6243823069954535,-30.03,149.66
190,0.02188577678292955,-28.76,150.48
191,0.5345353389581051,-32.35,150.13
192,1.2375898594448695,-31.53,150.34
193,0.1966247220885242,-33.53,150.82
194,0.29860911025169834,-32.65,151.02
195,0.3138078567817981,-31.61,149.64
196,0.6007382582083493,-32.56,150.69
197,7.7522860881258655,-34.51,150.57
198,4.026392450179848,-35.39,150.45
199,0.2935265606844888,-34.05,150.52
200,0.35705997177532733,-32.19,149.79
201,0.3841361456526097,-32.15,148.63
202,0.502939285676893,-34.79,150.67
203,0.6180123829441009,-30.22,149.53
204,0.20377367318195394,-33.5,150.77
205,0.03496989006234242,-34.57,150.25
206,0.5523530221870488,-30.11,149.78
207,0.2564426604122262,-29.01,150.72
208,2.0498341033544913,-33.41,150.55
209,0.4170596288877434,-31.37,150.12
210,0.21437139518740353,-29.95,150.01
211,0.687412405890725,-31.22,148.94
212,0.1981534657403111,-34.36,150.62
213,0.5357171017393211,-31.61,149.88
214,0.39793988054370916,-34.19,150.58
215,0.25205525009911667,-29.47,150.15
216,0.07414209544407535,-34.07,150.53
217,0.6527064020365912,-31.95,148.37
218,0.7318727846596111,-32.13,148.6
219,0.508969124684777,-30.92,150.25
220,0.5475920794121398,-32.14,150.83
221,0.6029936284821498,-32.03,150.61
222,4.3216081701190685,-33.31,151.2
223,0.4918921810433491,-30.25,149.81
224,0.2058264052347197,-34.32,150.61
225,0.6258011999714908,-32.04,150.61
226,0.08580005858761833,-33.54,150.93
227,0.16052747316661486,-30.24,149.56
228,0.49815502304599263,-32.65,151.02
229,0.09860358270983455,-29.05,150.62
230,0.6708748085001371,-30.91,150.26
231,0.26042645092571476,-30.13,149.55
232,0.3059709141804044,-33.68,150.98
233,0.7085131834097317,-30.81,149.15
234,0.6904455081511626,-30.14,149.59
235,0.08852466947251927,-34.51,150.52
236,1.925865182130724,-33.42,151.33
237,0.8109365819907806,-33.48,151.39
238,0.8059923145820805,-31.28,150.14
239,0.44846866392544965,-34.41,150.48
240,0.12595102104167577,-34.5,150.47
241,0.7835874077457449,-34.12,150.51
242,0.9108934937677962,-34.51,150.46
243,0.21648365110280218,-33.54,150.93
244,0.21244837699813637,-32.84,151.52
245,0.22634856017727945,-34.52,150.52
246,0.3890745945685173,-30.09,149.56
247,0.5137418898999421,-33.51,150.87
248,0.8127481219972754,-30.88,150.2
249,0.7876754071076664,-30.82,150.2
250,2.34524313801516,-33.49,151.42
251,0.7923108535662373,-30.88,150.21
252,0.3248897843279246,-32.83,151.52
253,0.24505991989609546,-34.2,150.54
254,0.7702576010063396,-30.88,150.23
255,0.3114623488947508,-29.09,150.73
