FID,Bore,Latitude,Longitude,R,Bioregion,Subregion,rainfall_annual_avg,rainfall_summer_avg,rainfall_winter_avg,aridity_index,PET,clay_depth_avg,silt_depth_avg,sand_depth_avg,regolith_depth,LAI,NDVI,veg_height,MrVBF,weathering_intensity_index,surface_geol
195,GW053190,-34.41,150.34,68.93,Sydney Basin,Sydney,754.119995117188,0.338314861059189,0.21913842856884,0.723677277565002,1042.06665039062,33.780834197998,13.0450878143311,47.4790229797363,9.12860298156738,1.34287440776825,0.472091702719963,10.7,4,NA,J_K_aquifer
196,GW028703,-34.4,150.32,87.22,Sydney Basin,Sydney,722.503356933594,0.340270638465881,0.219772920012474,0.692933559417725,1042.67333984375,34.863826751709,13.15696144104,48.6622657775879,9.07724285125732,1.14637684822083,0.449244541111992,1.4,3,NA,J_K_aquifer
197,GW015549,-34.37,150.54,10.3,Sydney Basin,Sydney,810.989990234375,0.351220935583115,0.217072144150734,0.744742631912231,1088.95336914062,32.4905090332031,14.0939302444458,46.3570938110352,5.08760023117065,1.32089376449585,0.466060869007007,15,2,NA,J_K_aquifer
198,GW015789,-34.37,150.54,16.61,Sydney Basin,Sydney,810.989990234375,0.351220935583115,0.217072144150734,0.744742631912231,1088.95336914062,32.4905090332031,14.0939302444458,46.3570938110352,5.08760023117065,1.32089376449585,0.466060869007007,15,2,NA,J_K_aquifer
199,GW040945,-34.35,150.62,16.53,Sydney Basin,Sydney,845.820007324219,0.344884246587753,0.221319749951363,0.774754345417023,1091.72668457031,29.0371608734131,15.1318845748901,48.5522994995117,2.0437912940979,4.38623189926147,0.491929516261895,15.5,0,NA,J_K_aquifer
200,GW016553,-34.35,150.55,10.89,Sydney Basin,Sydney,810.989990234375,0.351220935583115,0.217072144150734,0.744742631912231,1088.95336914062,31.861665725708,16.4153366088867,40.3268165588379,6.83085203170776,1.39565217494965,0.475837005195639,0.9,0,NA,Mesozoic_aquitard
201,GW040952,-34.32,150.61,12.17,Sydney Basin,Sydney,792.25,0.352308839559555,0.212828442454338,0.708169102668762,1118.72998046875,29.6609134674072,14.0555782318115,50.2082633972168,4.34722518920898,3.10495162010193,0.473880531513585,16.7,3,NA,J_K_aquifer
202,GW040946,-34.32,150.61,20.33,Sydney Basin,Sydney,792.25,0.352308839559555,0.212828442454338,0.708169102668762,1118.72998046875,29.6609134674072,14.0555782318115,50.2082633972168,4.34722518920898,3.10495162010193,0.473880531513585,16.7,3,NA,J_K_aquifer
203,GW032026,-34.36,150.29,1.52,Sydney Basin,Sydney,733.193359375,0.352176338434219,0.20684403181076,0.698241710662842,1050.056640625,37.8331451416016,15.2994518280029,46.5860786437988,6.99510812759399,1.33369565010071,0.471822512098205,13.5,2,NA,J_K_aquifer
204,GW037747,-34.32,150.57,27.29,Sydney Basin,Sydney,781.489990234375,0.360473781824112,0.205837562680244,0.703831553459167,1110.33666992188,28.1271591186523,15.0725173950195,47.7264747619629,3.57678627967834,1.44408214092255,0.456672566588474,13.3,0,NA,J_K_aquifer
205,GW055918,-34.32,150.58,7.56,Sydney Basin,Sydney,792.25,0.352308839559555,0.212828442454338,0.708169102668762,1118.72998046875,28.2328910827637,14.8323755264282,49.9774322509766,4.68742656707764,1.35507249832153,0.453956522630609,10.3,3,NA,J_K_aquifer
206,GW052016,-34.29,150.61,6.3,Sydney Basin,Sydney,792.25,0.352308839559555,0.212828442454338,0.708169102668762,1118.72998046875,31.6908893585205,14.180624961853,42.3168029785156,4.24767732620239,1.18647336959839,0.443599118174173,3.7,0,NA,Mesozoic_aquitard
207,GW007445,-34.28,150.58,0.91,Sydney Basin,Sydney,792.25,0.352308839559555,0.212828442454338,0.708169102668762,1118.72998046875,27.6659126281738,13.2233858108521,53.9950332641602,2.91374397277832,1.25531399250031,0.438859648806484,2.4,0,NA,J_K_aquifer
208,GW047217,-34.29,150.52,6.07,Sydney Basin,Sydney,780.080017089844,0.365227490663528,0.203098833560944,0.714808464050293,1091.31335449219,29.7583160400391,12.5424461364746,49.8971061706543,3.45429706573486,1.36690819263458,0.468388646580767,12.2,0,NA,J_K_aquifer
209,GW057829,-34.26,150.72,8.52,Sydney Basin,Sydney,751.803344726562,0.336098521947861,0.222957238554955,0.65816992521286,1142.26330566406,30.9247856140137,14.835391998291,40.7156143188477,5.23474359512329,1.66654586791992,0.476651982982778,10.1,0,NA,Mesozoic_aquitard
210,GW058832,-34.26,150.72,1.52,Sydney Basin,Sydney,751.803344726562,0.336098521947861,0.222957238554955,0.65816992521286,1142.26330566406,30.9247856140137,14.835391998291,40.7156143188477,5.23474359512329,1.66654586791992,0.476651982982778,10.1,0,NA,Mesozoic_aquitard
211,GW053288,-34.25,150.72,3.06,Sydney Basin,Sydney,751.803344726562,0.336098521947861,0.222957238554955,0.65816992521286,1142.26330566406,29.8118743896484,14.153190612793,43.7958488464355,3.92628073692322,4.03260850906372,0.472420354925953,2.9,0,NA,Mesozoic_aquitard
212,GW053449,-34.27,150.61,9.79,Sydney Basin,Sydney,747.719970703125,0.355387032032013,0.205954998731613,0.653091371059418,1144.89331054688,30.3195705413818,15.0286617279053,44.0202178955078,4.67572832107544,1.20628023147583,0.44992444369528,2.4,3,NA,Mesozoic_aquitard
213,GW056750,-34.26,150.65,3.76,Sydney Basin,Sydney,738.003356933594,0.343837648630142,0.213585302233696,0.640503764152527,1152.22338867188,28.769660949707,12.5422506332397,45.7881927490234,3.58732843399048,1.36787438392639,0.442026431733816,13.6,3,NA,J_K_aquifer
214,GW032443,-34.26,150.57,12.94,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,30.4011116027832,13.4077100753784,47.8001403808594,3.80494999885559,1.14202892780304,0.432419213014919,11,2,NA,J_K_aquifer
215,GW011042,-34.24,150.72,2.36,Sydney Basin,Sydney,751.803344726562,0.336098521947861,0.222957238554955,0.65816992521286,1142.26330566406,27.6508293151855,14.7049121856689,47.2246780395508,3.45133972167969,1.66968595981598,0.460591111977895,12.8,2,NA,J_K_aquifer
216,GW042825,-34.25,150.54,4.15,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,28.9572219848633,13.8448905944824,47.6866989135742,5.7424111366272,1.15712559223175,0.452389379913828,12.1,0,NA,Mesozoic_aquitard
217,GW022245,-34.25,150.54,7.89,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,28.9572219848633,13.8448905944824,47.6866989135742,5.7424111366272,1.15712559223175,0.452389379913828,12.1,0,NA,Mesozoic_aquitard
218,GW011234,-34.23,150.57,7.41,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,28.8827419281006,14.145471572876,42.9486923217773,7.16674661636353,0.939613521099091,0.448929824196456,13.6,0,NA,J_K_aquifer
219,GW037289,-34.23,150.56,4.04,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,30.8472213745117,16.1069583892822,51.1164360046387,8.15795516967773,0.931159377098083,0.453117903077967,8,3,NA,J_K_aquifer
220,GW034518,-34.23,150.56,5.75,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,30.8472213745117,16.1069583892822,51.1164360046387,8.15795516967773,0.931159377098083,0.453117903077967,8,3,NA,J_K_aquifer
221,GW062068,-34.23,150.57,4.03,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,28.8827419281006,14.145471572876,42.9486923217773,7.16674661636353,0.939613521099091,0.448929824196456,13.6,0,NA,J_K_aquifer
222,GW059446,-34.21,150.77,0.94,Sydney Basin,Sydney,711.323303222656,0.317122548818588,0.231427803635597,0.609853804111481,1166.38330078125,30.6074028015137,14.4388027191162,43.3748207092285,2.92028832435608,1.28574883937836,0.457008890112241,1.5,2,NA,Mesozoic_aquitard
223,GW042788,-34.23,150.62,11.74,Sydney Basin,Sydney,747.719970703125,0.355387032032013,0.205954998731613,0.653091371059418,1144.89331054688,28.5728168487549,17.1747245788574,52.8694610595703,0.901363432407379,1.44323670864105,0.449193831779358,10.3,0,NA,J_K_aquifer
224,GW011299,-34.23,150.56,5.6,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,30.8472213745117,16.1069583892822,51.1164360046387,8.15795516967773,0.931159377098083,0.453117903077967,8,3,NA,J_K_aquifer
225,GW035753,-34.23,150.58,3.79,Sydney Basin,Sydney,747.719970703125,0.355387032032013,0.205954998731613,0.653091371059418,1144.89331054688,28.9325790405273,10.6683835983276,48.6228218078613,4.54993915557861,0.964251220226288,0.438197368461835,10.4,0,NA,J_K_aquifer
226,GW008548,-34.23,150.58,11.96,Sydney Basin,Sydney,747.719970703125,0.355387032032013,0.205954998731613,0.653091371059418,1144.89331054688,28.9325790405273,10.6683835983276,48.6228218078613,4.54993915557861,0.964251220226288,0.438197368461835,10.4,0,NA,J_K_aquifer
227,GW075409,-34.23,150.54,25.23,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,30.7553462982178,13.8030366897583,49.93896484375,2.91875171661377,3.9640097618103,0.470021834214702,8,0,NA,J_K_aquifer
228,GW037860,-34.23,150.56,5.37,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,30.8472213745117,16.1069583892822,51.1164360046387,8.15795516967773,0.931159377098083,0.453117903077967,8,3,NA,J_K_aquifer
229,GW042537,-34.23,150.55,6.17,Sydney Basin,Sydney,764.159973144531,0.36868804693222,0.19791667163372,0.676942706108093,1128.83996582031,31.639030456543,15.0543508529663,50.5155563354492,3.84643077850342,3.7218599319458,0.4597004403233,2.8,0,NA,J_K_aquifer
230,GW037742,-34.22,150.55,9.48,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.754674911499,12.7552003860474,51.1224555969238,3.95775365829468,1.2033816576004,0.458126637027253,7.6,2,NA,J_K_aquifer
231,GW018568,-34.22,150.56,8.73,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.3808155059814,14.5603551864624,52.0551261901855,4.59828042984009,1.219202876091,0.448930131360954,3.8,0,NA,J_K_aquifer
232,GW011200,-34.22,150.56,9.28,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.3808155059814,14.5603551864624,52.0551261901855,4.59828042984009,1.219202876091,0.448930131360954,3.8,0,NA,J_K_aquifer
233,GW008537,-34.22,150.59,5.31,Sydney Basin,Sydney,727.539978027344,0.355815500020981,0.198568686842918,0.626536130905151,1161.2099609375,36.5857620239258,12.7803392410278,41.9182510375977,6.19765901565552,0.854227066040039,0.429647578344996,6.4,0,NA,Mesozoic_aquitard
234,GW029143,-34.22,150.56,45.17,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.3808155059814,14.5603551864624,52.0551261901855,4.59828042984009,1.219202876091,0.448930131360954,3.8,0,NA,J_K_aquifer
235,GW075410,-34.22,150.54,70.83,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,28.1294822692871,14.7195777893066,50.0938873291016,2.25490760803223,3.75954103469849,0.471850877006849,17.6,0,NA,J_K_aquifer
236,GW060238,-34.22,150.55,15.06,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.754674911499,12.7552003860474,51.1224555969238,3.95775365829468,1.2033816576004,0.458126637027253,7.6,2,NA,J_K_aquifer
237,GW047416,-34.22,150.55,16.01,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.754674911499,12.7552003860474,51.1224555969238,3.95775365829468,1.2033816576004,0.458126637027253,7.6,2,NA,J_K_aquifer
238,GW043154,-34.21,150.56,115.47,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,29.6612644195557,13.6507377624512,49.446533203125,7.46453809738159,1.64939618110657,0.448096069381227,3.1,0,NA,J_K_aquifer
239,GW010496,-34.21,150.57,15.06,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,29.6268501281738,13.3684005737305,50.3913536071777,6.91077709197998,1.37415456771851,0.439264317572379,13.3,3,NA,J_K_aquifer
240,GW037932,-34.21,150.53,20.04,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.7609939575195,16.5855541229248,45.1947135925293,2.1212146282196,4.10217380523682,0.48650000002562,6.4,0,NA,J_K_aquifer
241,GW060205,-34.2,150.56,6.53,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,29.0986576080322,13.6247749328613,50.3277969360352,6.0459246635437,1.34927535057068,0.453127192169951,1.1,3,NA,J_K_aquifer
242,GW059311,-34.2,150.54,34.4,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,28.1772174835205,15.2562694549561,56.8269920349121,2.48612761497498,4.35760879516602,0.480641919908045,12.3,0,NA,J_K_aquifer
243,GW040953,-34.17,150.76,1.08,Sydney Basin,Sydney,674.67333984375,0.323302149772644,0.225160822272301,0.568469882011414,1186.82336425781,28.3058757781982,12.6166305541992,46.1756019592285,3.46388864517212,1.54963767528534,0.448585903001252,15.8,0,NA,J_K_aquifer
244,GW040954,-34.17,150.76,2.84,Sydney Basin,Sydney,674.67333984375,0.323302149772644,0.225160822272301,0.568469882011414,1186.82336425781,28.3058757781982,12.6166305541992,46.1756019592285,3.46388864517212,1.54963767528534,0.448585903001252,15.8,0,NA,J_K_aquifer
245,GW010459,-34.19,150.55,8.18,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,29.6240768432617,14.2330808639526,50.9002838134766,3.72323656082153,1.77717387676239,0.471786958238353,13.3,0,NA,J_K_aquifer
246,GW010604,-34.19,150.58,16.76,Sydney Basin,Sydney,727.539978027344,0.355815500020981,0.198568686842918,0.626536130905151,1161.2099609375,31.3914775848389,14.2799711227417,44.1922149658203,5.10291242599487,1.5783816576004,0.45102620027211,2.2,3,NA,J_K_aquifer
247,GW037294,-34.19,150.53,57.71,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,29.1678905487061,14.1841850280762,44.9589080810547,4.01770877838135,4.15942049026489,0.485195652298305,1.3,0,NA,J_K_aquifer
248,GW010968,-34.18,150.57,1.28,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,29.0492572784424,15.225061416626,50.1130676269531,4.21465349197388,0.978864729404449,0.465267544579611,1.7,3,NA,J_K_aquifer
249,GW010460,-34.19,150.56,20.14,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.368408203125,14.1679935455322,46.9415740966797,8.21031475067139,1.57234299182892,0.460445415635296,10.9,3,NA,J_K_aquifer
250,GW047817,-34.18,150.55,5.91,Sydney Basin,Sydney,754.466674804688,0.368909597396851,0.191406726837158,0.661310136318207,1140.86669921875,30.4336738586426,15.3027610778809,50.5816459655762,4.8532395362854,1.69033813476562,0.464393012193093,6.9,0,NA,J_K_aquifer
251,GW005316,-34.14,150.78,5.33,Sydney Basin,Sydney,760.626647949219,0.315481096506119,0.231708064675331,0.657327592372894,1157.15002441406,29.2942428588867,13.6378602981567,48.0144271850586,5.10013437271118,0.952415466308594,0.482150444645534,1.1,2,NA,Mesozoic_aquitard
252,GW010301,-34.17,150.52,40.12,Sydney Basin,Sydney,797.646667480469,0.378885388374329,0.181997880339622,0.712961137294769,1118.78002929688,29.2870121002197,12.7883424758911,53.2595100402832,4.66841459274292,4.1585750579834,0.492161573541216,11.6,2,NA,J_K_aquifer
253,GW047148,-34.17,150.53,6.37,Sydney Basin,Sydney,754.753356933594,0.370818734169006,0.186255112290382,0.65635484457016,1149.91662597656,30.732349395752,14.0205507278442,42.6009178161621,6.50118446350098,1.51606285572052,0.478606985515903,1.4,3,NA,Mesozoic_aquitard
254,GW014273,-34.16,150.57,1.32,Sydney Basin,Sydney,754.753356933594,0.370818734169006,0.186255112290382,0.65635484457016,1149.91662597656,32.6003875732422,15.9591026306152,43.417236328125,4.05497980117798,1.81388890743256,0.466510916771327,1.7,0,NA,Mesozoic_aquitard
255,GW042941,-34.16,150.53,17.96,Sydney Basin,Sydney,754.753356933594,0.370818734169006,0.186255112290382,0.65635484457016,1149.91662597656,29.8211917877197,13.8296737670898,52.7914657592773,4.31512212753296,1.29541063308716,0.47485589512571,7.8,0,NA,J_K_aquifer
256,GW054008,-34.16,150.52,20.77,Sydney Basin,Sydney,797.646667480469,0.378885388374329,0.181997880339622,0.712961137294769,1118.78002929688,31.4584178924561,14.5564670562744,54.5810432434082,4.0158314704895,1.37125611305237,0.484749998570534,23.6,0,NA,J_K_aquifer
257,GW047144,-34.16,150.52,11.61,Sydney Basin,Sydney,797.646667480469,0.378885388374329,0.181997880339622,0.712961137294769,1118.78002929688,31.4584178924561,14.5564670562744,54.5810432434082,4.0158314704895,1.37125611305237,0.484749998570534,23.6,0,NA,J_K_aquifer
258,GW017315,-34.14,150.69,1.18,Sydney Basin,Sydney,671.273315429688,0.340253859758377,0.215952768921852,0.569710969924927,1178.27001953125,30.7091217041016,14.5674877166748,43.8649787902832,2.25537705421448,1.74867153167725,0.458133928943425,19.5,0,NA,Mesozoic_aquitard
259,GW051118,-34.16,150.51,34.32,Sydney Basin,Sydney,797.646667480469,0.378885388374329,0.181997880339622,0.712961137294769,1118.78002929688,29.9163055419922,14.4329271316528,46.9129066467285,3.23393368721008,4.26980686187744,0.499631577808606,25.3,0,NA,J_K_aquifer
260,GW010062,-34.15,150.51,6.52,Sydney Basin,Sydney,797.646667480469,0.378885388374329,0.181997880339622,0.712961137294769,1118.78002929688,30.9087543487549,13.8160009384155,49.6992149353027,4.49624395370483,1.74987924098969,0.491999999729827,8.3,2,NA,J_K_aquifer
261,GW051668,-34.15,150.51,2.68,Sydney Basin,Sydney,797.646667480469,0.378885388374329,0.181997880339622,0.712961137294769,1118.78002929688,30.9087543487549,13.8160009384155,49.6992149353027,4.49624395370483,1.74987924098969,0.491999999729827,8.3,2,NA,J_K_aquifer
262,GW047330,-34.12,150.54,10.38,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,26.399341583252,14.4100456237793,47.7471008300781,7.11899900436401,2.22632837295532,0.508907487739025,3.3,2,NA,Mesozoic_aquitard
263,GW017628,-34.12,150.51,28.1,Sydney Basin,Sydney,825.556640625,0.384540528059006,0.174718469381332,0.734679281711578,1123.69665527344,31.8434963226318,15.4591627120972,45.9880218505859,6.52335929870605,1.75326085090637,0.492473683270969,2.8,0,NA,J_K_aquifer
264,GW059481,-34.11,150.56,14.85,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,31.7839069366455,14.7104749679565,45.0750350952148,4.11393928527832,0.993478238582611,0.48678854534542,1.1,3,NA,Mesozoic_aquitard
265,GW054010,-34.1,150.56,17.34,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,34.3561782836914,12.7523984909058,41.7957534790039,6.25461149215698,1.29613530635834,0.468333334645681,1.1,2,NA,Cenozoic_low_permeability_sediments
266,GW060778,-34.09,150.62,8.84,Sydney Basin,Sydney,716.263305664062,0.361333578824997,0.188357174396515,0.604999780654907,1183.90661621094,36.2713623046875,16.9473419189453,45.2927436828613,11.0389709472656,1.51111114025116,0.460422907894403,13.1,3,NA,Alluvium_colluvium
267,GW037302,-34.1,150.55,6.36,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,33.3059387207031,15.0136051177979,40.591609954834,10.4943695068359,1.48828506469727,0.47733772042812,1.3,4,NA,Cenozoic_low_permeability_sediments
268,GW060375,-34.09,150.53,10.73,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,28.8964405059814,14.8167629241943,43.9600830078125,4.03907155990601,4.38949251174927,0.492233478944207,8.7,0,NA,J_K_aquifer
269,GW034615,-34.09,150.53,10.38,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,28.8964405059814,14.8167629241943,43.9600830078125,4.03907155990601,4.38949251174927,0.492233478944207,8.7,0,NA,J_K_aquifer
270,GW047684,-34.09,150.56,17.88,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,33.7324676513672,13.8564987182617,40.5616569519043,11.1340599060059,1.3793478012085,0.465075223451167,1.7,5,NA,Cenozoic_low_permeability_sediments
271,GW037952,-34.08,150.54,28.17,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,31.5366916656494,14.7659521102905,40.5157508850098,5.1369833946228,1.72028982639313,0.480127192249424,5.3,0,NA,J_K_aquifer
272,GW052159,-34.06,150.66,5.41,Sydney Basin,Sydney,689.533325195312,0.354171901941299,0.193454504013062,0.564603507518768,1221.27001953125,37.9123039245605,17.0148296356201,41.6175422668457,4.70080471038818,1.5642511844635,0.436181416883405,7.1,3,NA,Mesozoic_aquitard
273,GW037745,-34.08,150.53,17.44,Sydney Basin,Sydney,768.263305664062,0.373218387365341,0.179986029863358,0.664854109287262,1155.53662109375,29.4463348388672,14.4956150054932,52.2025985717773,3.95047307014465,1.70881640911102,0.483999998521125,12.1,0,NA,J_K_aquifer
274,GW059401,-34.06,150.63,5.57,Sydney Basin,Sydney,689.533325195312,0.354171901941299,0.193454504013062,0.564603507518768,1221.27001953125,37.3093299865723,18.001802444458,43.9546394348145,5.03724908828735,1.40205311775208,0.460280701518059,1.9,0,NA,Mesozoic_aquitard
275,GW053002,-34.06,150.64,14.85,Sydney Basin,Sydney,689.533325195312,0.354171901941299,0.193454504013062,0.564603507518768,1221.27001953125,34.0414390563965,19.1295108795166,46.0666809082031,15.0771598815918,1.51908206939697,0.461118421468296,1,4,NA,Alluvium_colluvium
276,GW037428,-34.07,150.54,5.6,Sydney Basin,Sydney,785.309997558594,0.37983301281929,0.175548508763313,0.676841616630554,1160.25671386719,34.141918182373,14.255744934082,41.6293029785156,6.41922426223755,1.55688405036926,0.471751091782183,8.9,0,NA,Mesozoic_aquitard
277,GW053195,-34.05,150.66,8.71,Sydney Basin,Sydney,689.533325195312,0.354171901941299,0.193454504013062,0.564603507518768,1221.27001953125,33.3184700012207,18.9487247467041,40.4184455871582,5.13945865631104,1.15181159973145,0.435831858982555,1.7,0,NA,Mesozoic_aquitard
278,GW037743,-34.05,150.64,26.17,Sydney Basin,Sydney,689.533325195312,0.354171901941299,0.193454504013062,0.564603507518768,1221.27001953125,36.0782127380371,19.4985332489014,45.639892578125,18.9141960144043,1.51557970046997,0.472820175844326,1,4,NA,Alluvium_colluvium
279,GW027792,-34.04,150.68,15.83,Sydney Basin,Sydney,690.626647949219,0.345792233943939,0.20313435792923,0.56482195854187,1222.73327636719,35.9756698608398,16.3513469696045,49.0965881347656,12.3930234909058,1.21666669845581,0.421886462962263,10,0,NA,Alluvium_colluvium
280,GW047710,-34.06,150.52,13.21,Sydney Basin,Sydney,841.033325195312,0.386195540428162,0.173687130212784,0.743533730506897,1131.13000488281,30.6773147583008,15.6138477325439,50.4694862365723,4.60365009307861,1.81038641929626,0.489273128267952,8.3,2,NA,J_K_aquifer
281,GW038040,-34.06,150.55,1.25,Sydney Basin,Sydney,785.309997558594,0.37983301281929,0.175548508763313,0.676841616630554,1160.25671386719,29.0239944458008,13.6652965545654,48.7869148254395,4.93137979507446,1.74214971065521,0.493370041448114,20.7,2,NA,J_K_aquifer
282,GW042944,-34.05,150.58,10.91,Sydney Basin,Sydney,731.126647949219,0.369776338338852,0.181806161999702,0.61404812335968,1190.66662597656,29.4013118743896,14.8973197937012,44.6937103271484,4.92213439941406,1.75386476516724,0.475382609730181,6.9,0,NA,Mesozoic_aquitard
283,GW059075,-34.05,150.51,23.34,Sydney Basin,Sydney,841.033325195312,0.386195540428162,0.173687130212784,0.743533730506897,1131.13000488281,30.6665534973145,14.7278099060059,39.6083488464355,4.34659051895142,4.33079719543457,0.488733623193081,18.4,0,NA,Mesozoic_aquitard
284,GW047129,-34.05,150.53,5.66,Sydney Basin,Sydney,785.309997558594,0.37983301281929,0.175548508763313,0.676841616630554,1160.25671386719,29.7515621185303,13.627311706543,50.8808898925781,4.6436505317688,4.3027777671814,0.496806165982973,1.7,2,NA,J_K_aquifer
285,GW037746,-34.05,150.53,4.84,Sydney Basin,Sydney,785.309997558594,0.37983301281929,0.175548508763313,0.676841616630554,1160.25671386719,29.7515621185303,13.627311706543,50.8808898925781,4.6436505317688,4.3027777671814,0.496806165982973,1.7,2,NA,J_K_aquifer
286,GW047998,-34.04,150.56,3.9,Sydney Basin,Sydney,785.309997558594,0.37983301281929,0.175548508763313,0.676841616630554,1160.25671386719,34.1529502868652,13.019700050354,38.288402557373,6.85129737854004,1.77451694011688,0.484942731550086,1.4,0,NA,Mesozoic_aquitard
287,GW042897,-34.01,150.56,1.19,Sydney Basin,Sydney,796.553344726562,0.383251160383224,0.173472374677658,0.681517720222473,1168.79333496094,36.4059524536133,14.2228813171387,36.780517578125,4.11945676803589,1.35809183120728,0.469837003342381,1.1,2,NA,Mesozoic_aquitard
288,GW055742,-34,150.6,1.9,Sydney Basin,Sydney,746.993347167969,0.376728028059006,0.179104670882225,0.623466014862061,1198.13000488281,31.4679317474365,16.4033832550049,44.3728218078613,1.51396512985229,1.33478260040283,0.454030701269706,1.9,0,NA,Mesozoic_aquitard
289,GW050976,-33.99,150.63,5.54,Sydney Basin,Sydney,701.083312988281,0.366223692893982,0.184680849313736,0.569876790046692,1230.23669433594,40.0536079406738,18.1690330505371,49.9058532714844,4.66765546798706,1.16473424434662,0.436561402913771,1.9,2,NA,Mesozoic_aquitard
290,GW053491,-33.95,150.58,9.61,Sydney Basin,Sydney,765.976684570312,0.384411185979843,0.17395655810833,0.636050641536713,1204.27001953125,30.7217636108398,15.9285001754761,41.4874458312988,3.09616827964783,1.62125599384308,0.472211452045105,10.6,3,NA,J_K_aquifer
291,GW060091,-33.93,150.63,2.51,Sydney Basin,Sydney,711.713317871094,0.372589141130447,0.181126296520233,0.577700316905975,1231.97668457031,26.8048210144043,14.8229560852051,52.7676963806152,1.22639405727386,1.13949275016785,0.438336244056319,15.8,0,NA,J_K_aquifer
292,GW053989,-33.72,151.12,2.91,Sydney Basin,Sydney,1096.03662109375,0.31691762804985,0.215296939015388,0.941097438335419,1164.63671875,33.1393814086914,13.3553113937378,40.768367767334,2.43414926528931,NA,0.420622222423553,15.2,1,NA,Mesozoic_aquitard
293,GW075094,-33.77,150.63,39.3,Sydney Basin,Sydney,793.909973144531,0.400998443365097,0.159337967634201,0.636967539787292,1246.39001464844,26.331693649292,15.1680393218994,42.3586654663086,2.50334143638611,1.15785026550293,0.440396475765674,18.4,2,NA,J_K_aquifer
294,GW273190,-33.77,150.63,38.29,Sydney Basin,Sydney,793.909973144531,0.400998443365097,0.159337967634201,0.636967539787292,1246.39001464844,26.331693649292,15.1680393218994,42.3586654663086,2.50334143638611,1.15785026550293,0.440396475765674,18.4,2,NA,J_K_aquifer
