FID,Bore,Latitude,Longitude,R,Bioregion,Subregion,rainfall_annual_avg,rainfall_summer_avg,rainfall_winter_avg,aridity_index,PET,clay_depth_avg,silt_depth_avg,sand_depth_avg,regolith_depth,LAI,NDVI,veg_height,MrVBF,weathering_intensity_index,surface_geol
694,GW042667,-32.39,150.13,3.25,Northern Sydney Basin,Hunter,611.9033203125,0.338321417570114,0.185475915670395,0.476118952035904,1285.18994140625,28.3873615264893,14.6795682907104,45.2289657592773,7.20024538040161,1.29444444179535,0.455038792935425,3.2,4,NA,Alluvium_colluvium
695,GW038102,-32.32,150.72,2.99,Northern Sydney Basin,Hunter,603.176696777344,0.346907764673233,0.187468573451042,0.459851652383804,1311.67663574219,34.2808837890625,13.2936353683472,44.8274421691895,10.9162769317627,0.804951667785645,0.420069263740019,1.5,4,NA,Permian_coal_measures
696,GW053572,-32.31,150.79,3.14,Northern Sydney Basin,Hunter,591.580017089844,0.336466193199158,0.192157730460167,0.449604064226151,1315.78002929688,34.8544883728027,14.1341161727905,42.9359169006348,15.3919591903687,1.68804347515106,0.505537118193364,2,4,NA,Alluvium_colluvium
697,GW053041,-32.38,150.13,11.41,Northern Sydney Basin,Hunter,611.9033203125,0.338321417570114,0.185475915670395,0.476118952035904,1285.18994140625,28.7786960601807,14.2763681411743,53.8256301879883,12.0982246398926,1.30422711372375,0.45156956606585,1.9,4,NA,Permian_coal_measures
698,GW037480,-32.28,150.94,0.23,Northern Sydney Basin,Hunter,649.946655273438,0.316159278154373,0.206365644931793,0.504056036472321,1289.43334960938,31.0547332763672,13.7548179626465,45.9099655151367,7.36033058166504,1.29371976852417,0.395925763913117,2.2,3,NA,Mid_Permian
699,GW017904,-32.28,150.94,1.84,Northern Sydney Basin,Hunter,649.946655273438,0.316159278154373,0.206365644931793,0.504056036472321,1289.43334960938,31.0547332763672,13.7548179626465,45.9099655151367,7.36033058166504,1.29371976852417,0.395925763913117,2.2,3,NA,Mid_Permian
700,GW271002,-32.38,150.13,1.73,Northern Sydney Basin,Hunter,611.9033203125,0.338321417570114,0.185475915670395,0.476118952035904,1285.18994140625,28.7786960601807,14.2763681411743,53.8256301879883,12.0982246398926,1.30422711372375,0.45156956606585,1.9,4,NA,Permian_coal_measures
701,GW053040,-32.38,150.13,2.36,Northern Sydney Basin,Hunter,611.9033203125,0.338321417570114,0.185475915670395,0.476118952035904,1285.18994140625,28.7786960601807,14.2763681411743,53.8256301879883,12.0982246398926,1.30422711372375,0.45156956606585,1.9,4,NA,Permian_coal_measures
702,GW079050,-32.14,151.96,0.85,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.6269721984863,17.5123710632324,40.193000793457,1.20856165885925,1.05869567394257,0.436922412879508,5.6,0,NA,Permian_aquitard
703,GW079050,-32.14,151.96,0.86,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.6269721984863,17.5123710632324,40.193000793457,1.20856165885925,1.05869567394257,0.436922412879508,5.6,0,NA,Permian_aquitard
704,GW079761,-32.14,151.94,1.01,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.9622955322266,17.807243347168,40.1474266052246,7.71979236602783,1.40289855003357,0.4672521735663,2.3,0,NA,Permian_aquitard
705,GW079761,-32.14,151.94,1,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.9622955322266,17.807243347168,40.1474266052246,7.71979236602783,1.40289855003357,0.4672521735663,2.3,0,NA,Permian_aquitard
706,GW037917,-32.31,150.64,1.56,Northern Sydney Basin,Hunter,603.059997558594,0.349517464637756,0.186393842101097,0.457341760396957,1318.61999511719,37.4738464355469,16.5999736785889,51.8216514587402,17.5893421173096,1.10253620147705,0.407235807726997,1.9,4,NA,Alluvium_colluvium
707,GW079049,-32.14,151.96,2.05,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.6269721984863,17.5123710632324,40.193000793457,1.20856165885925,1.05869567394257,0.436922412879508,5.6,0,NA,Permian_aquitard
708,GW079049,-32.14,151.96,1.87,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.6269721984863,17.5123710632324,40.193000793457,1.20856165885925,1.05869567394257,0.436922412879508,5.6,0,NA,Permian_aquitard
709,GW079048,-32.14,151.96,0.51,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,35.6269721984863,17.5123710632324,40.193000793457,1.20856165885925,1.05869567394257,0.436922412879508,5.6,0,NA,Permian_aquitard
710,GW053440,-32.36,150.11,2.13,Northern Sydney Basin,Hunter,594.003356933594,0.3403460085392,0.185195371508598,0.451393187046051,1315.93334960938,32.9403228759766,11.6265087127686,42.9206008911133,0.961136281490326,1.19661831855774,0.422708695479061,10.4,0,NA,Early_Triassic
711,GW079046,-32.13,151.95,4.55,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,33.5452880859375,17.8377933502197,39.9988746643066,10.1591634750366,1.09311592578888,0.436861471244783,9,3,NA,Permian_aquitard
712,GW079607,-32.12,151.96,0.78,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
713,GW079045,-32.13,151.95,1.27,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,33.5452880859375,17.8377933502197,39.9988746643066,10.1591634750366,1.09311592578888,0.436861471244783,9,3,NA,Permian_aquitard
714,GW079045,-32.13,151.95,1.26,Northern Sydney Basin,Gloucester,986.380004882812,0.356302857398987,0.156112924218178,0.809158205986023,1219.02001953125,33.5452880859375,17.8377933502197,39.9988746643066,10.1591634750366,1.09311592578888,0.436861471244783,9,3,NA,Permian_aquitard
715,GW080126,-32.12,151.96,1.93,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
716,GW080126,-32.12,151.96,1.94,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
717,GW079608,-32.12,151.96,1.98,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
718,GW079608,-32.12,151.96,1.88,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
719,GW079609,-32.12,151.96,0.99,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
720,GW079609,-32.12,151.96,0.99,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,37.090892791748,18.3213729858398,39.6661415100098,7.96963930130005,0.915338158607483,0.434939130039319,2.5,0,NA,Permian_aquitard
721,GW063717,-32.39,149.8,13.67,Northern Sydney Basin,Hunter,715.143310546875,0.320019751787186,0.210377410054207,0.584020912647247,1224.5166015625,36.7708168029785,13.6238527297974,45.8934478759766,6.09488010406494,1.23623192310333,0.452164502306418,2.1,2,1.10625004768372,Permian_coal_measures
722,GW078034,-32.36,150.07,1.58,Northern Sydney Basin,Hunter,609.140014648438,0.334104925394058,0.192342206835747,0.46674057841301,1305.09338378906,32.9762306213379,12.7866563796997,46.4653968811035,1.37828171253204,1.13864731788635,0.392537119281865,7.8,0,NA,Permian_coal_measures
723,GW028510,-32.26,150.86,7.59,Northern Sydney Basin,Hunter,607.4033203125,0.330236375331879,0.197260469198227,0.465512126684189,1304.806640625,36.4643669128418,16.1251487731934,43.0853385925293,11.744948387146,1.49770534038544,0.470913044136503,2,4,NA,Alluvium_colluvium
724,GW079760,-32.12,151.94,7.94,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,34.9509391784668,17.9193630218506,42.2251434326172,9.35833930969238,1.36376810073853,0.475665218868981,2.6,0,NA,Permian_aquitard
725,GW079762,-32.12,151.94,2.98,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,34.9509391784668,17.9193630218506,42.2251434326172,9.35833930969238,1.36376810073853,0.475665218868981,2.6,0,NA,Permian_aquitard
726,GW079760,-32.12,151.94,7.8,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,34.9509391784668,17.9193630218506,42.2251434326172,9.35833930969238,1.36376810073853,0.475665218868981,2.6,0,NA,Permian_aquitard
727,GW079762,-32.12,151.94,3.03,Northern Sydney Basin,Gloucester,960.700012207031,0.364272564649582,0.151344507932663,0.780602097511292,1230.71667480469,34.9509391784668,17.9193630218506,42.2251434326172,9.35833930969238,1.36376810073853,0.475665218868981,2.6,0,NA,Permian_aquitard
728,GW037317,-32.29,150.54,0.4,Northern Sydney Basin,Hunter,606.853332519531,0.346865803003311,0.191259831190109,0.464428573846817,1306.66662597656,32.6716690063477,11.2358913421631,46.7897453308105,5.05961322784424,1.23985505104065,0.425259740386174,8.3,0,NA,Early_Triassic
729,GW080115,-32.37,149.87,1.37,Northern Sydney Basin,Hunter,673.22998046875,0.324223011732101,0.20531864464283,0.530641317367554,1268.7099609375,32.6437339782715,14.153468132019,41.9474601745605,4.78267574310303,1.45012080669403,0.422812227371218,1.8,3,NA,Mid_Permian
730,GW080940,-32.36,149.98,0.29,Northern Sydney Basin,Hunter,633,0.330758303403854,0.197503954172134,0.491018682718277,1289.15661621094,35.9313468933105,16.9142169952393,43.861629486084,8.92475605010986,1.32850241661072,0.427737991036807,1.5,4,NA,Permian_coal_measures
731,GW273101,-32.36,149.95,1.17,Northern Sydney Basin,Hunter,646.316650390625,0.32346373796463,0.202006235718727,0.501187741756439,1289.56994628906,31.4010200500488,13.9372806549072,46.9301071166992,6.58067226409912,0.901811599731445,0.403209606828127,8.7,3,NA,Permian_coal_measures
732,GW058582,-32.27,150.71,0.47,Northern Sydney Basin,Hunter,615.023315429688,0.34443137049675,0.186057984828949,0.471848696470261,1303.43334960938,31.7604541778564,11.0822944641113,51.2837562561035,3.48775577545166,0.906884074211121,0.362113042564496,2.7,2,NA,Permian_coal_measures
733,GW078225,-32.35,149.95,1.91,Northern Sydney Basin,Hunter,646.316650390625,0.32346373796463,0.202006235718727,0.501187741756439,1289.56994628906,30.6864547729492,12.2158298492432,49.9628601074219,2.30728363990784,1.20253622531891,0.400754310383365,1.3,2,NA,Permian_coal_measures
734,GW080401,-32.36,149.9,0.73,Northern Sydney Basin,Hunter,649.190002441406,0.323613524436951,0.202770635485649,0.503896474838257,1288.33996582031,38.7058410644531,12.5831851959229,42.3096733093262,4.10257005691528,0.936835765838623,0.389142857421012,1.7,2,NA,Mid_Permian
735,GW023072,-32.26,150.71,0.09,Northern Sydney Basin,Hunter,615.023315429688,0.34443137049675,0.186057984828949,0.471848696470261,1303.43334960938,32.010684967041,11.3142099380493,50.6258659362793,8.6879768371582,0.865217387676239,0.354100000016067,1.6,3,NA,Permian_coal_measures
736,GW078212,-32.35,149.95,2.18,Northern Sydney Basin,Hunter,646.316650390625,0.32346373796463,0.202006235718727,0.501187741756439,1289.56994628906,30.6864547729492,12.2158298492432,49.9628601074219,2.30728363990784,1.20253622531891,0.400754310383365,1.3,2,NA,Permian_coal_measures
737,GW053159,-32.24,150.86,1.13,Northern Sydney Basin,Hunter,607.4033203125,0.330236375331879,0.197260469198227,0.465512126684189,1304.806640625,37.9911956787109,12.6270141601562,44.7921295166016,5.23578548431396,0.832125604152679,0.422524019750445,1.6,0,NA,Palaeozoic_or_older_partial_aquifer
738,GW080403,-32.36,149.9,0.68,Northern Sydney Basin,Hunter,649.190002441406,0.323613524436951,0.202770635485649,0.503896474838257,1288.33996582031,38.7058410644531,12.5831851959229,42.3096733093262,4.10257005691528,0.936835765838623,0.389142857421012,1.7,2,NA,Mid_Permian
739,GW200417,-32.27,150.62,2.6,Northern Sydney Basin,Hunter,627.989990234375,0.341438561677933,0.193914979696274,0.487648099660873,1287.79333496094,29.7345752716064,11.5966053009033,52.899974822998,2.27025079727173,1.15084540843964,0.412995652854443,8.3,0,NA,Early_Triassic
740,GW047877,-32.26,150.69,0.52,Northern Sydney Basin,Hunter,615.023315429688,0.34443137049675,0.186057984828949,0.471848696470261,1303.43334960938,37.9362182617188,11.9252042770386,41.1509780883789,11.9181776046753,1.11026573181152,0.367593887266113,2,4,NA,Permian_coal_measures
741,GW080946,-32.26,150.63,1.34,Northern Sydney Basin,Hunter,607.546691894531,0.347287446260452,0.182663604617119,0.461378812789917,1316.806640625,46.1586723327637,13.8113212585449,36.5850639343262,9.04792213439941,1.38635265827179,0.410504348122555,7.1,3,NA,Alluvium_colluvium
742,GW273100,-32.34,149.95,1.54,Northern Sydney Basin,Hunter,646.316650390625,0.32346373796463,0.202006235718727,0.501187741756439,1289.56994628906,33.1715393066406,11.5456857681274,47.9986228942871,3.08351445198059,0.916062831878662,0.404502184240058,1.8,2,NA,Permian_coal_measures
743,GW054254,-32.34,149.96,2.04,Northern Sydney Basin,Hunter,646.316650390625,0.32346373796463,0.202006235718727,0.501187741756439,1289.56994628906,26.9271240234375,12.1766929626465,67.0584869384766,1.70614302158356,0.861473441123962,0.413815789578254,1.6,0,NA,Permian_coal_measures
744,GW080413,-32.34,149.96,3.01,Northern Sydney Basin,Hunter,646.316650390625,0.32346373796463,0.202006235718727,0.501187741756439,1289.56994628906,26.9271240234375,12.1766929626465,67.0584869384766,1.70614302158356,0.861473441123962,0.413815789578254,1.6,0,NA,Permian_coal_measures
745,GW037914,-32.25,150.74,2.78,Northern Sydney Basin,Hunter,606.836669921875,0.340937435626984,0.187579303979874,0.465675055980682,1303.13330078125,30.4552440643311,12.4628963470459,46.457332611084,2.80361890792847,0.90748792886734,0.371282608871875,1.7,0,NA,Permian_coal_measures
746,GW080404,-32.35,149.89,1.73,Northern Sydney Basin,Hunter,649.190002441406,0.323613524436951,0.202770635485649,0.503896474838257,1288.33996582031,31.9895401000977,11.9321813583374,49.6271820068359,2.32357215881348,0.932125627994537,0.387571428180773,1.2,1,NA,Permian_coal_measures
747,GW043978,-32.28,150.48,1.13,Northern Sydney Basin,Hunter,598.273315429688,0.351461440324783,0.191818684339523,0.455822646617889,1312.51330566406,32.0735855102539,11.456672668457,43.5812225341797,5.33964347839355,1.16557967662811,0.390942731355255,1.3,0,NA,Cenozoic_volcanics
748,GW045200,-32.27,150.48,0.35,Northern Sydney Basin,Hunter,605.033325195312,0.352223008871078,0.192948043346405,0.458328485488892,1320.08666992188,33.5386047363281,11.3581047058105,43.3498077392578,3.16372418403625,1.11835753917694,0.376061403960512,1.8,2,NA,Cenozoic_volcanics
749,GW051430,-32.34,149.86,1.12,Northern Sydney Basin,Hunter,673.22998046875,0.324223011732101,0.20531864464283,0.530641317367554,1268.7099609375,30.9996528625488,11.7393264770508,47.1505088806152,4.74594736099243,0.787801921367645,0.382617391386758,1.9,0,NA,Permian_coal_measures
750,GW080405,-32.34,149.88,0.57,Northern Sydney Basin,Hunter,649.190002441406,0.323613524436951,0.202770635485649,0.503896474838257,1288.33996582031,37.4392738342285,13.6509647369385,44.4479293823242,6.31473827362061,0.432850241661072,0.36722173852765,2.6,0,NA,Permian_coal_measures
751,GW037319,-32.22,150.9,2.55,Northern Sydney Basin,Hunter,574.580017089844,0.320030868053436,0.205628454685211,0.439360857009888,1307.76330566406,36.7303657531738,19.2331008911133,42.5033416748047,20.3200607299805,1.91618359088898,0.488414846978854,3.3,5,NA,Alluvium_colluvium
752,GW011991,-32.26,150.51,1.35,Northern Sydney Basin,Hunter,605.033325195312,0.352223008871078,0.192948043346405,0.458328485488892,1320.08666992188,32.1313438415527,9.80794525146484,44.3837203979492,4.86495733261108,1.14685988426208,0.401438595367628,2,0,NA,Permian_coal_measures
753,GW080948,-32.25,150.62,0.46,Northern Sydney Basin,Hunter,627.989990234375,0.341438561677933,0.193914979696274,0.487648099660873,1287.79333496094,46.6485443115234,11.9242544174194,38.3120498657227,7.34274435043335,1.26787436008453,0.416855263278673,4,2,NA,Alluvium_colluvium
754,GW053783,-32.21,150.88,1.2,Northern Sydney Basin,Hunter,574.580017089844,0.320030868053436,0.205628454685211,0.439360857009888,1307.76330566406,35.1488914489746,14.968994140625,47.9678802490234,23.2389812469482,1.92125606536865,0.512061135282162,3.2,5,NA,Alluvium_colluvium
755,GW037381,-32.26,150.5,1.51,Northern Sydney Basin,Hunter,605.033325195312,0.352223008871078,0.192948043346405,0.458328485488892,1320.08666992188,38.5087432861328,15.2711839675903,48.5935363769531,17.4305667877197,0.889613509178162,0.387711791036951,2.3,4,NA,Alluvium_colluvium
756,GW024777,-32.33,149.88,1.84,Northern Sydney Basin,Hunter,649.190002441406,0.323613524436951,0.202770635485649,0.503896474838257,1288.33996582031,37.2348365783691,17.8487720489502,45.4528160095215,8.80554485321045,0.428743958473206,0.366852174375368,1,4,NA,Permian_coal_measures
757,GW024778,-32.32,149.89,3.41,Northern Sydney Basin,Hunter,657.686645507812,0.328271836042404,0.201955333352089,0.513328433036804,1281.21997070312,33.6736221313477,13.9306697845459,52.3965034484863,7.40301322937012,1.21871984004974,0.426856522359278,11.6,0,NA,Permian_coal_measures
758,GW080411,-32.33,149.87,0.56,Northern Sydney Basin,Hunter,673.22998046875,0.324223011732101,0.20531864464283,0.530641317367554,1268.7099609375,34.3833541870117,12.7761840820312,49.7105369567871,8.15256118774414,0.472584545612335,0.354986900260355,1.2,3,NA,Permian_coal_measures
759,GW024779,-32.32,149.9,3.83,Northern Sydney Basin,Hunter,657.686645507812,0.328271836042404,0.201955333352089,0.513328433036804,1281.21997070312,33.1432723999023,14.154128074646,51.1460990905762,4.68677377700806,1.18550729751587,0.431164502581477,3.4,0,NA,Permian_coal_measures
760,GW057970,-32.26,150.45,0.69,Northern Sydney Basin,Hunter,605.593322753906,0.350389152765274,0.19566485285759,0.46428981423378,1304.34338378906,34.9395294189453,10.8443956375122,42.4275360107422,5.60846090316772,1.18188405036926,0.403600000233754,2.4,3,NA,Early_Triassic
761,GW049501,-32.21,150.85,0.3,Northern Sydney Basin,Hunter,579.059997558594,0.331278264522552,0.197014704346657,0.443924844264984,1304.41003417969,37.8772430419922,11.4550809860229,45.4563026428223,7.52093839645386,1.06062805652618,0.38917903914462,1.5,2,NA,Permian_coal_measures
762,GW024561,-32.21,150.77,0.34,Northern Sydney Basin,Hunter,651.853332519531,0.332344710826874,0.193893313407898,0.517066240310669,1260.67663574219,32.9427871704102,12.3294801712036,46.1148872375488,5.0468111038208,1.15169084072113,0.386155843734741,2.1,2,NA,Permian_coal_measures
763,GW080410,-32.32,149.87,1.28,Northern Sydney Basin,Hunter,659.456665039062,0.327830493450165,0.202181592583656,0.510904371738434,1290.76330566406,35.8174057006836,16.5029106140137,42.8733406066895,7.63553714752197,0.787801921367645,0.397926407394471,1.7,3,NA,Permian_coal_measures
764,GW024776,-32.31,149.87,2.92,Northern Sydney Basin,Hunter,659.456665039062,0.327830493450165,0.202181592583656,0.510904371738434,1290.76330566406,27.9232330322266,10.7763061523438,46.4565544128418,5.20083093643188,1.13200485706329,0.444809523495761,13.5,0,NA,Early_Triassic
765,GW024775,-32.32,149.86,15.31,Northern Sydney Basin,Hunter,659.456665039062,0.327830493450165,0.202181592583656,0.510904371738434,1290.76330566406,38.257381439209,14.8719062805176,42.6975212097168,8.92733097076416,0.642874419689178,0.3884285712913,1.7,4,NA,Permian_coal_measures
766,GW080408,-32.31,149.86,0.73,Northern Sydney Basin,Hunter,659.456665039062,0.327830493450165,0.202181592583656,0.510904371738434,1290.76330566406,30.902193069458,11.1400003433228,45.97607421875,7.06428241729736,1.12246382236481,0.420973798073015,13.3,0,NA,Early_Triassic
767,GW080944,-32.22,150.67,0.23,Northern Sydney Basin,Hunter,619.859985351562,0.340636044740677,0.181584015488625,0.473746955394745,1308.42004394531,34.0289154052734,13.0317249298096,46.0518989562988,5.72686195373535,1.0888888835907,0.411681034698569,1.4,0,NA,Early_Triassic
768,GW058046,-32.24,150.45,0.43,Northern Sydney Basin,Hunter,605.593322753906,0.350389152765274,0.19566485285759,0.46428981423378,1304.34338378906,32.8083648681641,10.8862857818604,46.8758392333984,4.67892169952393,1.1531400680542,0.392939655431386,10.7,1,NA,Early_Triassic
769,GW053712,-32.26,150.32,3.21,Northern Sydney Basin,Hunter,580.650024414062,0.353718519210815,0.190011188387871,0.445583313703537,1303.12329101562,36.3342628479004,10.8274488449097,40.4623260498047,8.15730762481689,1.10241544246674,0.382874458447679,0.9,0,2.21041655540466,Early_Triassic
770,GW057050,-32.24,150.41,2.97,Northern Sydney Basin,Hunter,613.316650390625,0.350025802850723,0.20047827064991,0.478373795747757,1282.08666992188,28.2895126342773,11.6439161300659,49.376895904541,5.48501014709473,1.20193231105804,0.413017467640373,3.4,1,NA,Early_Triassic
771,GW061293,-32.24,150.32,1.43,Northern Sydney Basin,Hunter,580.650024414062,0.353718519210815,0.190011188387871,0.445583313703537,1303.12329101562,30.7768268585205,10.6650953292847,46.3706245422363,1.68531811237335,1.08152174949646,0.375356522137704,9.4,0,2.02395844459534,Early_Triassic
772,GW024774,-32.29,149.82,11.69,Northern Sydney Basin,Hunter,672.986694335938,0.326539397239685,0.203986212611198,0.522678315639496,1287.57336425781,32.0191535949707,13.8275461196899,48.1700897216797,8.9915246963501,0.956280171871185,0.399233766061403,10.1,0,NA,Permian_coal_measures
773,GW046884,-32.24,150.22,4.43,Northern Sydney Basin,Hunter,572.486694335938,0.3509601354599,0.18833626806736,0.437738955020905,1307.82666015625,34.9603309631348,11.7498779296875,45.30078125,5.31393909454346,1.15640091896057,0.374493450219194,2.2,0,NA,Cenozoic_volcanics
774,GW080924,-32.21,150.49,4.6,Northern Sydney Basin,Hunter,615.186645507812,0.346572309732437,0.195474550127983,0.470516830682755,1307.46997070312,42.015453338623,11.129246711731,36.6592445373535,6.53348636627197,1.01280188560486,0.384148471740656,3.4,2,NA,Early_Triassic
775,GW013915,-32.4,148.74,10.04,Northern Inland Catchments,Central West,594.489990234375,0.301883399486542,0.216392755508423,0.42554047703743,1397.02331542969,37.4618034362793,11.3824577331543,45.588924407959,11.1591367721558,1.18212556838989,0.408995614697536,1.1,3,2.13671875,Early_Triassic
776,GW078999,-32.16,150.83,3.86,Northern Sydney Basin,Hunter,548.580017089844,0.336954802274704,0.192181020975113,0.417069613933563,1315.32006835938,37.913761138916,10.397500038147,47.4733009338379,5.22905588150024,0.944806754589081,0.412265216980291,2.1,0,NA,Alluvium_colluvium
777,GW040501,-32.15,150.86,0.98,Northern Sydney Basin,Hunter,548.580017089844,0.336954802274704,0.192181020975113,0.417069613933563,1315.32006835938,29.5585746765137,17.8858413696289,55.1391487121582,23.4926242828369,1.73333334922791,0.503413043397924,2.8,5,NA,Alluvium_colluvium
778,GW053644,-32.15,150.85,2.55,Northern Sydney Basin,Hunter,548.580017089844,0.336954802274704,0.192181020975113,0.417069613933563,1315.32006835938,36.8729629516602,13.5843601226807,40.5564422607422,11.2904109954834,0.944927513599396,0.467900862146554,2,0,NA,Permian_coal_measures
779,GW053390,-32.01,151.94,10.5,Northern Sydney Basin,Gloucester,939.57666015625,0.364713907241821,0.143362432718277,0.760035932064056,1236.22668457031,34.3472900390625,17.5826244354248,40.9732627868652,2.46397161483765,1.89021742343903,0.512860869259938,3.3,0,NA,Permian_aquitard
780,GW053390,-32.01,151.94,10.5,Northern Sydney Basin,Gloucester,939.57666015625,0.364713907241821,0.143362432718277,0.760035932064056,1236.22668457031,34.3472900390625,17.5826244354248,40.9732627868652,2.46397161483765,1.89021742343903,0.512860869259938,3.3,0,NA,Permian_aquitard
781,GW053527,-32.22,150.33,9.74,Northern Sydney Basin,Hunter,582.103332519531,0.356156706809998,0.192268267273903,0.444782614707947,1308.73669433594,33.6490592956543,9.74258708953857,47.779541015625,4.29238033294678,1.12548303604126,0.37911739245705,1.8,2,NA,Early_Triassic
782,GW047463,-32.14,150.91,7.62,Northern Sydney Basin,Hunter,554.056640625,0.329629331827164,0.201988965272903,0.42260205745697,1311.06005859375,34.3608283996582,14.2216320037842,43.9768981933594,12.8636093139648,1.59287440776825,0.499061135615844,3.3,0,NA,Alluvium_colluvium
783,GW040509,-32.15,150.85,0.46,Northern Sydney Basin,Hunter,548.580017089844,0.336954802274704,0.192181020975113,0.417069613933563,1315.32006835938,36.8729629516602,13.5843601226807,40.5564422607422,11.2904109954834,0.944927513599396,0.467900862146554,2,0,NA,Permian_coal_measures
784,GW080949,-32.18,150.57,0.75,Northern Sydney Basin,Hunter,641.513305664062,0.340413808822632,0.19765242934227,0.498518317937851,1286.83996582031,28.017505645752,10.9781923294067,43.9755973815918,7.00332593917847,1.23683571815491,0.436883116503815,2.3,2,NA,Early_Triassic
785,GW061317,-32.25,150.01,1.34,Northern Sydney Basin,Hunter,611.053344726562,0.337913751602173,0.193774685263634,0.468529731035233,1304.193359375,29.0960521697998,8.87973976135254,49.7666702270508,5.08868885040283,1.20628023147583,0.429739130320756,13.7,2,NA,Early_Triassic
786,GW030873,-32.38,148.86,0.56,Northern Inland Catchments,Central West,610.650024414062,0.290040671825409,0.221392512321472,0.442412376403809,1380.27331542969,40.6869010925293,12.5270643234253,38.2686386108398,9.75501441955566,1.27258455753326,0.382462882449013,1.7,4,3.16458344459534,NA
787,GW080380,-32.17,150.58,0.76,Northern Sydney Basin,Hunter,677.830017089844,0.329979479312897,0.200807482004166,0.540008962154388,1255.21997070312,30.9137687683105,9.21860313415527,41.14306640625,3.05876278877258,1.22729468345642,0.443861471368121,23.6,0,NA,Early_Triassic
788,GW080922,-32.18,150.49,7.76,Northern Sydney Basin,Hunter,615.186645507812,0.346572309732437,0.195474550127983,0.470516830682755,1307.46997070312,40.7114219665527,14.4383811950684,36.8416519165039,11.3328542709351,0.967995166778564,0.39034782635129,1.6,4,NA,Early_Triassic
789,GW271017,-32.18,150.49,3.35,Northern Sydney Basin,Hunter,615.186645507812,0.346572309732437,0.195474550127983,0.470516830682755,1307.46997070312,40.7114219665527,14.4383811950684,36.8416519165039,11.3328542709351,0.967995166778564,0.39034782635129,1.6,4,NA,Early_Triassic
790,GW063952,-32.16,150.62,4.5,Northern Sydney Basin,Hunter,677.830017089844,0.329979479312897,0.200807482004166,0.540008962154388,1255.21997070312,29.1469917297363,12.6147632598877,40.2427673339844,5.86384534835815,1.37898552417755,0.418295652581298,8.3,0,NA,Cenozoic_volcanics
791,GW048357,-32.18,150.42,2.21,Northern Sydney Basin,Hunter,622.67333984375,0.348020911216736,0.204028859734535,0.488470852375031,1274.73999023438,32.7459869384766,14.565224647522,43.9547348022461,3.32551002502441,1.20205318927765,0.389286344436034,3.4,0,NA,J_K_aquifer
